,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3322,C5_S53_L004_contig_329,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3324,C5_S53_L004_contig_336,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3325,C5_S53_L004_contig_347,Unassigned,Unassigned,Unassigned,,Overlap (VC_1583/VC_1587),,,,,,,,,,
3328,C5_S53_L004_contig_354,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3329,C5_S53_L004_contig_355,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3332,C5_S53_L004_contig_364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3336,C5_S53_L004_contig_380,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3337,C5_S53_L004_contig_386,Unassigned,Unassigned,Unassigned,,Overlap (VC_1339/VC_1340),,,,,,,,,,
3344,C5_S53_L004_contig_415,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3345,C5_S53_L004_contig_418,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3349,C5_S53_L004_contig_429,Unassigned,Unassigned,Unassigned,,Overlap (VC_393/VC_3002/VC_3212),,,,,,,,,,
3350,C5_S53_L004_contig_435,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3356,C5_S53_L004_contig_473,Unassigned,Unassigned,Unassigned,,Overlap (VC_342/VC_345),,,,,,,,,,
3360,C5_S53_L004_contig_497,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3361,C5_S53_L004_contig_50,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3362,C5_S53_L004_contig_505,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3363,C5_S53_L004_contig_507,Unassigned,Unassigned,Unassigned,,Overlap (VC_860/VC_1776/VC_2762),,,,,,,,,,
3364,C5_S53_L004_contig_511,Unassigned,Unassigned,Unassigned,,Overlap (VC_1193/VC_1196),,,,,,,,,,
3365,C5_S53_L004_contig_52,Unassigned,Unassigned,Unassigned,,Overlap (VC_2267/VC_2268),,,,,,,,,,
3366,C5_S53_L004_contig_53,Unassigned,Unassigned,Unassigned,,Overlap (VC_1135/VC_1139),,,,,,,,,,
3367,C5_S53_L004_contig_534,Unassigned,Unassigned,Unassigned,,Overlap (VC_1485/VC_1487),,,,,,,,,,
3374,C5_S53_L004_contig_555,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3384,C5_S53_L004_contig_59_fragment_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3385,C5_S53_L004_contig_602,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3388,C5_S53_L004_contig_63,Unassigned,Unassigned,Unassigned,,Overlap (VC_489/VC_2655),,,,,,,,,,
3389,C5_S53_L004_contig_631,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3395,C5_S53_L004_contig_665,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3398,C5_S53_L004_contig_673,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3399,C5_S53_L004_contig_690,Unassigned,Unassigned,Unassigned,,Overlap (VC_414/VC_419),,,,,,,,,,
3402,C5_S53_L004_contig_716,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3406,C5_S53_L004_contig_734,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3409,C5_S53_L004_contig_749,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3410,C5_S53_L004_contig_760,Unassigned,Unassigned,Unassigned,,Overlap (VC_418/VC_1218),,,,,,,,,,
3411,C5_S53_L004_contig_761,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3412,C5_S53_L004_contig_764,Unassigned,Unassigned,Unassigned,,Overlap (VC_664/VC_1215/VC_1347),,,,,,,,,,
3415,C5_S53_L004_contig_786,Unassigned,Unassigned,Unassigned,,Overlap (VC_499/VC_500),,,,,,,,,,
3416,C5_S53_L004_contig_797,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3422,C5_S53_L004_contig_839,Unassigned,Unassigned,Unassigned,,Overlap (VC_606/VC_612),,,,,,,,,,
3423,C5_S53_L004_contig_84,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3429,C5_S53_L004_contig_877,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3430,C5_S53_L004_contig_878,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3432,C5_S53_L004_contig_883,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3433,C5_S53_L004_contig_884,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3437,C5_S53_L004_contig_906,Unassigned,Unassigned,Unassigned,,Overlap (VC_344/VC_345/VC_348),,,,,,,,,,
3438,C5_S53_L004_contig_910,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3440,C5_S53_L004_contig_915,Unassigned,Unassigned,Unassigned,,Overlap (VC_109/VC_2349),,,,,,,,,,
3442,C5_S53_L004_contig_951,Unassigned,Unassigned,Unassigned,,Overlap (VC_1281/VC_1282),,,,,,,,,,
3443,C5_S53_L004_contig_952,Unassigned,Unassigned,Unassigned,,Overlap (VC_3104/VC_3135),,,,,,,,,,
3445,C5_S53_L004_contig_968,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3448,C5_S53_L004_contig_987,Unassigned,Unassigned,Unassigned,,Overlap (VC_1027/VC_2042/VC_3047),,,,,,,,,,
3449,C5_S53_L004_contig_997,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3459,C6_S54_L004_contig_1056,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3464,C6_S54_L004_contig_1075,Unassigned,Unassigned,Unassigned,,Overlap (VC_2912/VC_2913),,,,,,,,,,
3467,C6_S54_L004_contig_1095,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3470,C6_S54_L004_contig_1102,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3471,C6_S54_L004_contig_1113,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3474,C6_S54_L004_contig_1129,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3475,C6_S54_L004_contig_1133,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3476,C6_S54_L004_contig_1146,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3478,C6_S54_L004_contig_1154,Unassigned,Unassigned,Unassigned,,Overlap (VC_153/VC_3012),,,,,,,,,,
3482,C6_S54_L004_contig_1172,Unassigned,Unassigned,Unassigned,,Overlap (VC_245/VC_1781),,,,,,,,,,
3484,C6_S54_L004_contig_1186,Unassigned,Unassigned,Unassigned,,Overlap (VC_750/VC_859),,,,,,,,,,
3486,C6_S54_L004_contig_120,Unassigned,Unassigned,Unassigned,,Overlap (VC_1318/VC_2290),,,,,,,,,,
3489,C6_S54_L004_contig_1240,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3490,C6_S54_L004_contig_1242,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3492,C6_S54_L004_contig_1253,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3493,C6_S54_L004_contig_1256,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3494,C6_S54_L004_contig_1259,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3495,C6_S54_L004_contig_1263,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3496,C6_S54_L004_contig_1265,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3497,C6_S54_L004_contig_1272,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3498,C6_S54_L004_contig_1278,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3499,C6_S54_L004_contig_1281,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3503,C6_S54_L004_contig_1304,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3504,C6_S54_L004_contig_1306,Unassigned,Unassigned,Unassigned,,Overlap (VC_2354/VC_2373),,,,,,,,,,
3507,C6_S54_L004_contig_1323,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3515,C6_S54_L004_contig_1345,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3517,C6_S54_L004_contig_1353,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3520,C6_S54_L004_contig_1374,Unassigned,Unassigned,Unassigned,,Overlap (VC_561/VC_563),,,,,,,,,,
3521,C6_S54_L004_contig_1386,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3523,C6_S54_L004_contig_1394,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3528,C6_S54_L004_contig_1419,Unassigned,Unassigned,Unassigned,,Overlap (VC_2694/VC_2697),,,,,,,,,,
3531,C6_S54_L004_contig_1447,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3533,C6_S54_L004_contig_146,Unassigned,Unassigned,Unassigned,,Overlap (VC_1333/VC_1334),,,,,,,,,,
3534,C6_S54_L004_contig_1461,Unassigned,Unassigned,Unassigned,,Overlap (VC_75/VC_289),,,,,,,,,,
3537,C6_S54_L004_contig_1470,Unassigned,Unassigned,Unassigned,,Overlap (VC_1912/VC_2988),,,,,,,,,,
3538,C6_S54_L004_contig_1477,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3539,C6_S54_L004_contig_1481,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3542,C6_S54_L004_contig_1493,Unassigned,Unassigned,Unassigned,,Overlap (VC_642/VC_1282),,,,,,,,,,
3544,C6_S54_L004_contig_1505,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3547,C6_S54_L004_contig_1515,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3549,C6_S54_L004_contig_1518,Unassigned,Unassigned,Unassigned,,Overlap (VC_1434/VC_1435),,,,,,,,,,
3555,C6_S54_L004_contig_1564,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3557,C6_S54_L004_contig_1574,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3558,C6_S54_L004_contig_1575,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3560,C6_S54_L004_contig_1583,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3566,C6_S54_L004_contig_1599,Unassigned,Unassigned,Unassigned,,Overlap (VC_598/VC_834),,,,,,,,,,
3568,C6_S54_L004_contig_1612,Unassigned,Unassigned,Unassigned,,Overlap (VC_1416/VC_1420),,,,,,,,,,
3569,C6_S54_L004_contig_1618,Unassigned,Unassigned,Unassigned,,Overlap (VC_2579/VC_3257),,,,,,,,,,
3571,C6_S54_L004_contig_1620,Unassigned,Unassigned,Unassigned,,Overlap (VC_2030/VC_2031),,,,,,,,,,
3572,C6_S54_L004_contig_1623,Unassigned,Unassigned,Unassigned,,Overlap (VC_435/VC_2395),,,,,,,,,,
3574,C6_S54_L004_contig_1632,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3575,C6_S54_L004_contig_1637,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3576,C6_S54_L004_contig_1666,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3578,C6_S54_L004_contig_1687,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3579,C6_S54_L004_contig_1689,Unassigned,Unassigned,Unassigned,,Overlap (VC_1632/VC_2071),,,,,,,,,,
3584,C6_S54_L004_contig_1702,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3588,C6_S54_L004_contig_1740,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3589,C6_S54_L004_contig_1741,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3590,C6_S54_L004_contig_1746,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3591,C6_S54_L004_contig_1750,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3593,C6_S54_L004_contig_1759,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3594,C6_S54_L004_contig_1765,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3596,C6_S54_L004_contig_1770,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3597,C6_S54_L004_contig_1775,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3599,C6_S54_L004_contig_1789,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3602,C6_S54_L004_contig_1829,Unassigned,Unassigned,Unassigned,,Overlap (VC_504/VC_1549),,,,,,,,,,
3603,C6_S54_L004_contig_1832,Unassigned,Unassigned,Unassigned,,Overlap (VC_1304/VC_1975),,,,,,,,,,
3605,C6_S54_L004_contig_1841,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3608,C6_S54_L004_contig_1851,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3610,C6_S54_L004_contig_1857,Unassigned,Unassigned,Unassigned,,Overlap (VC_776/VC_781),,,,,,,,,,
3611,C6_S54_L004_contig_1859,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3614,C6_S54_L004_contig_187,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3618,C6_S54_L004_contig_1890,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3620,C6_S54_L004_contig_1899,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3626,C6_S54_L004_contig_192,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3627,C6_S54_L004_contig_1926,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3630,C6_S54_L004_contig_1932,Unassigned,Unassigned,Unassigned,,Overlap (VC_131/VC_324),,,,,,,,,,
3632,C6_S54_L004_contig_1934,Unassigned,Unassigned,Unassigned,,Overlap (VC_1329/VC_1474),,,,,,,,,,
3635,C6_S54_L004_contig_1940,Unassigned,Unassigned,Unassigned,,Overlap (VC_2554/VC_2925),,,,,,,,,,
3637,C6_S54_L004_contig_1951,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3640,C6_S54_L004_contig_1957,Unassigned,Unassigned,Unassigned,,Overlap (VC_435/VC_739),,,,,,,,,,
3642,C6_S54_L004_contig_1965,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3643,C6_S54_L004_contig_1972,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3645,C6_S54_L004_contig_20,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3647,C6_S54_L004_contig_2013,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3648,C6_S54_L004_contig_2019,Unassigned,Unassigned,Unassigned,,Overlap (VC_937/VC_939),,,,,,,,,,
3652,C6_S54_L004_contig_2033,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3656,C6_S54_L004_contig_2050,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3657,C6_S54_L004_contig_2060,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3669,C6_S54_L004_contig_2097,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3670,C6_S54_L004_contig_21,Unassigned,Unassigned,Unassigned,,Overlap (VC_590/VC_1348),,,,,,,,,,
3680,C6_S54_L004_contig_2148,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3686,C6_S54_L004_contig_2169,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3690,C6_S54_L004_contig_2182,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3694,C6_S54_L004_contig_2211,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3695,C6_S54_L004_contig_2221,Unassigned,Unassigned,Unassigned,,Overlap (VC_604/VC_608),,,,,,,,,,
3697,C6_S54_L004_contig_223,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3698,C6_S54_L004_contig_2236,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3703,C6_S54_L004_contig_2254,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3704,C6_S54_L004_contig_2258,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3706,C6_S54_L004_contig_2272,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3711,C6_S54_L004_contig_2299,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3712,C6_S54_L004_contig_2301,Unassigned,Unassigned,Unassigned,,Overlap (VC_1320/VC_1409/VC_2362),,,,,,,,,,
3713,C6_S54_L004_contig_2307,Unassigned,Unassigned,Unassigned,,Overlap (VC_1156/VC_1231),,,,,,,,,,
3716,C6_S54_L004_contig_2326,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3717,C6_S54_L004_contig_2329,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3718,C6_S54_L004_contig_2330,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3720,C6_S54_L004_contig_2350,Unassigned,Unassigned,Unassigned,,Overlap (VC_1540/VC_3032),,,,,,,,,,
3721,C6_S54_L004_contig_2355,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3722,C6_S54_L004_contig_2356,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3724,C6_S54_L004_contig_2361,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3726,C6_S54_L004_contig_2368,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3728,C6_S54_L004_contig_238,Unassigned,Unassigned,Unassigned,,Overlap (VC_1329/VC_1473),,,,,,,,,,
3729,C6_S54_L004_contig_2380,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3732,C6_S54_L004_contig_243,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3736,C6_S54_L004_contig_2457,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3741,C6_S54_L004_contig_2483,Unassigned,Unassigned,Unassigned,,Overlap (VC_1340/VC_1342),,,,,,,,,,
3743,C6_S54_L004_contig_2499,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3744,C6_S54_L004_contig_2502,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3745,C6_S54_L004_contig_2507,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3749,C6_S54_L004_contig_2522,Unassigned,Unassigned,Unassigned,,Overlap (VC_415/VC_422/VC_423),,,,,,,,,,
3750,C6_S54_L004_contig_2539,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3757,C6_S54_L004_contig_2577,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3758,C6_S54_L004_contig_259,Unassigned,Unassigned,Unassigned,,Overlap (VC_852/VC_853),,,,,,,,,,
3760,C6_S54_L004_contig_2599,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3761,C6_S54_L004_contig_2604,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3762,C6_S54_L004_contig_2605,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3763,C6_S54_L004_contig_2607,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3766,C6_S54_L004_contig_2621,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3768,C6_S54_L004_contig_263,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3769,C6_S54_L004_contig_2637,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3774,C6_S54_L004_contig_2655,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3775,C6_S54_L004_contig_2658,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3776,C6_S54_L004_contig_2659,Unassigned,Unassigned,Unassigned,,Overlap (VC_355/VC_1809),,,,,,,,,,
3777,C6_S54_L004_contig_2665,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3778,C6_S54_L004_contig_2675,Unassigned,Unassigned,Unassigned,,Overlap (VC_3037/VC_3038),,,,,,,,,,
3780,C6_S54_L004_contig_2689,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3782,C6_S54_L004_contig_2701,Unassigned,Unassigned,Unassigned,,Overlap (VC_1724/VC_1726),,,,,,,,,,
3786,C6_S54_L004_contig_2728,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3787,C6_S54_L004_contig_2736,Unassigned,Unassigned,Unassigned,,Overlap (VC_2618/VC_2619),,,,,,,,,,
3789,C6_S54_L004_contig_2738,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3793,C6_S54_L004_contig_2765,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3797,C6_S54_L004_contig_2779,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3800,C6_S54_L004_contig_2793,Unassigned,Unassigned,Unassigned,,Overlap (VC_674/VC_900),,,,,,,,,,
3802,C6_S54_L004_contig_2800,Unassigned,Unassigned,Unassigned,,Overlap (VC_3133/VC_3286),,,,,,,,,,
3803,C6_S54_L004_contig_2811,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3804,C6_S54_L004_contig_2814,Unassigned,Unassigned,Unassigned,,Overlap (VC_3037/VC_3038),,,,,,,,,,
3805,C6_S54_L004_contig_2815,Unassigned,Unassigned,Unassigned,,Overlap (VC_969/VC_2093),,,,,,,,,,
3809,C6_S54_L004_contig_2868,Unassigned,Unassigned,Unassigned,,Overlap (VC_484/VC_3141),,,,,,,,,,
3813,C6_S54_L004_contig_2889,Unassigned,Unassigned,Unassigned,,Overlap (VC_2969/VC_2970),,,,,,,,,,
3825,C6_S54_L004_contig_3017_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_1089/VC_1319),,,,,,,,,,
3828,C6_S54_L004_contig_3045,Unassigned,Unassigned,Unassigned,,Overlap (VC_777/VC_787/VC_797/VC_3778),,,,,,,,,,
3835,C6_S54_L004_contig_3089,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3836,C6_S54_L004_contig_346,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3837,C6_S54_L004_contig_347,Unassigned,Unassigned,Unassigned,,Overlap (VC_852/VC_854),,,,,,,,,,
3838,C6_S54_L004_contig_349,Unassigned,Unassigned,Unassigned,,Overlap (VC_1126/VC_1128),,,,,,,,,,
3843,C6_S54_L004_contig_380,Unassigned,Unassigned,Unassigned,,Overlap (VC_1329/VC_1473),,,,,,,,,,
3844,C6_S54_L004_contig_383,Unassigned,Unassigned,Unassigned,,Overlap (VC_261/VC_265/VC_268/VC_272/VC_274),,,,,,,,,,
3845,C6_S54_L004_contig_387,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3850,C6_S54_L004_contig_394,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3853,C6_S54_L004_contig_402,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3854,C6_S54_L004_contig_405,Unassigned,Unassigned,Unassigned,,Overlap (VC_863/VC_864),,,,,,,,,,
3855,C6_S54_L004_contig_410,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3860,C6_S54_L004_contig_440,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3862,C6_S54_L004_contig_450,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3863,C6_S54_L004_contig_459,Unassigned,Unassigned,Unassigned,,Overlap (VC_346/VC_1765/VC_1767),,,,,,,,,,
3870,C6_S54_L004_contig_495,Unassigned,Unassigned,Unassigned,,Overlap (VC_1484/VC_1485/VC_1487/VC_1937),,,,,,,,,,
3872,C6_S54_L004_contig_50,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3881,C6_S54_L004_contig_532,Unassigned,Unassigned,Unassigned,,Overlap (VC_438/VC_1427),,,,,,,,,,
3883,C6_S54_L004_contig_548,Unassigned,Unassigned,Unassigned,,Overlap (VC_1225/VC_2680/VC_3028),,,,,,,,,,
3885,C6_S54_L004_contig_559,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3886,C6_S54_L004_contig_566,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3888,C6_S54_L004_contig_58,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3891,C6_S54_L004_contig_59,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3893,C6_S54_L004_contig_598,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3894,C6_S54_L004_contig_6,Unassigned,Unassigned,Unassigned,,Overlap (VC_867/VC_868),,,,,,,,,,
3895,C6_S54_L004_contig_601,Unassigned,Unassigned,Unassigned,,Overlap (VC_370/VC_371/VC_2904),,,,,,,,,,
3898,C6_S54_L004_contig_609,Unassigned,Unassigned,Unassigned,,Overlap (VC_265/VC_272),,,,,,,,,,
3903,C6_S54_L004_contig_636,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3905,C6_S54_L004_contig_64,Unassigned,Unassigned,Unassigned,,Overlap (VC_1628/VC_1937),,,,,,,,,,
3907,C6_S54_L004_contig_646,Unassigned,Unassigned,Unassigned,,Overlap (VC_945/VC_1502),,,,,,,,,,
3909,C6_S54_L004_contig_649,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3910,C6_S54_L004_contig_665,Unassigned,Unassigned,Unassigned,,Overlap (VC_385/VC_386),,,,,,,,,,
3914,C6_S54_L004_contig_688,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3915,C6_S54_L004_contig_690,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3916,C6_S54_L004_contig_694,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3918,C6_S54_L004_contig_703,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3920,C6_S54_L004_contig_722,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3925,C6_S54_L004_contig_742,Unassigned,Unassigned,Unassigned,,Overlap (VC_1355/VC_1438),,,,,,,,,,
3930,C6_S54_L004_contig_762,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3935,C6_S54_L004_contig_781,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3936,C6_S54_L004_contig_788,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3937,C6_S54_L004_contig_789,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3941,C6_S54_L004_contig_81,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3942,C6_S54_L004_contig_812,Unassigned,Unassigned,Unassigned,,Overlap (VC_132/VC_750),,,,,,,,,,
3943,C6_S54_L004_contig_815,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3947,C6_S54_L004_contig_839,Unassigned,Unassigned,Unassigned,,Overlap (VC_220/VC_262),,,,,,,,,,
